Name,Overall_Rating,Cuisine,Rate for two,City,Review
Cafe Da Al Forno,3.9,"Cafe, Fast Food, Pizza, Pasta, Sandwich, Beverages",350,pune,"it was ok not as it has the rating. I think it is a fake rating, please guys don't buy from here "
Cafe Fairytale,New,"Cafe, Fast Food",300,pune,"The chef's special, Baked Mac & Cheese is exquisite."
Cafe Fairytale,New,"Cafe, Fast Food",300,pune,food and ambience was very nice
Daily Treats - The Westin Pune,4.2,"Cafe, Continental, Beverages, Desserts","1,800",pune,"sensational place. our favorite of all the 5 star hotels, must visit for all"
Cocoa Patisserie and Bakery,4.1,"Bakery, Cafe, Desserts",250,pune,Just Fine 
Cocoa Patisserie and Bakery,4.1,"Bakery, Cafe, Desserts",250,pune,Cupcakes had melted and fallen over side ways
Cocoa Patisserie and Bakery,4.1,"Bakery, Cafe, Desserts",250,pune,Cake quality was awesome.. but delivered cake was not in good condition.. it was mess .. kindly look into it.. what u can do for it
Cafe From The Tree,4.3,"Cafe, Beverages, Desserts, Italian, Fast Food, Pasta, Pizza",850,pune,horrible portion size... this is what they serve for 240/- rupees... a slap on the face
Cafe From The Tree,4.3,"Cafe, Beverages, Desserts, Italian, Fast Food, Pasta, Pizza",850,pune,Pizza came tangled and messy and it wasn’t even cut into pieces.
Cafe From The Tree,4.3,"Cafe, Beverages, Desserts, Italian, Fast Food, Pasta, Pizza",850,pune,The pizza are not sliced.
McCafe by McDonald's  ,4,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,I've taken cakes & pastries from here many times. It is a better option than most cake shops in Baner. Good options and great taste.
McCafe by McDonald's  ,4,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,I received a pastry instead of coffee
McCafe by McDonald's  ,4,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,yummy
McCafe by McDonald's  ,4,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,"I am surprised that, I had placed an order on the shop called McCafe by McDonald's  , whereas the cake got delivered from the shop called Bailey's....Ha e you started to deliver from the shop of your choice rather than customer's?"
Salisbury Swiss Cafe,3.1,"Cafe, Sandwich, Pizza, Fast Food, Shake, Coffee, Beverages",950,pune,worst place ever to visit… told us to wait for 10 minutes and made us wait for 45 minutes and still no table was available…horrible management and worst service one could possibly imagine
Salisbury Swiss Cafe,3.1,"Cafe, Sandwich, Pizza, Fast Food, Shake, Coffee, Beverages",950,pune,Had ordered Pasta.The taste and the presentation of order was top notch.Rates are also reasonable considering the taste and portion size.
Crazy Cheesy Cafe,3.6,"Cafe, Coffee, Pizza, Italian, Fast Food, Burger, Sandwich, Beverages",500,pune,Very good Del Barone pasta!
Journey,4,"North Indian, Cafe, Coffee, Chinese, Continental, Oriental, Biryani, Italian","1,000",pune,Curry was great. but the rice served was made in too much oil and oil smelled wierd.
Journey,4,"North Indian, Cafe, Coffee, Chinese, Continental, Oriental, Biryani, Italian","1,000",pune,"I ordered chilli garlic noodles, manchurian gravy, chicken garlic.Everything was very tasty.Noodles was very good."
Journey,4,"North Indian, Cafe, Coffee, Chinese, Continental, Oriental, Biryani, Italian","1,000",pune,"chicken is not cooked properly, smells very bad"
Kallyfso Cafe,4,"Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza, Beverages, Shake",700,pune,"food delivered in 50 minutes, which is quite late. as compared to what was promised.french fries are very soggy."
Kallyfso Cafe,4,"Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza, Beverages, Shake",700,pune,very delicious food taste. I loved pasta and grilled sandwiches here
Chai Coffee Charcha,4.2,"Cafe, North Indian, Chinese, Pizza, Burger, Sandwich",700,pune,I had specifically called restaurant and asked them not to add corn flour in the veg clear soup as the soup is for patient. Still they added the cornflour. 
Chai Coffee Charcha,4.2,"Cafe, North Indian, Chinese, Pizza, Burger, Sandwich",700,pune,nice
BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,The coffee was cold 
BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,"Amazing place to hangout with friends, speciality - Cakes, pastries, Cold coffee, Fries and other snacks, actually everything. ❤️"
BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,Bice - The cake shop one stop destination for your customisable cakes. Started by two girls they have relentlessly worked hard to bring the standards where others can reach only in their dreams.Keep up the good work
McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,The delivery partner doesn't have change he gave me less money and got him a cigarette with my money
McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,awesome I'm lovin it but opens late at morning not like Mumbai open early at 7 morning Pune is very lazy ppl
McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,Paid Rs555 for 2 half cups. is this a joke? I need my money back
Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,food wasn't tasty and they mixed all kinda pasta when i order Alfredo. also found hair in the food
Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,Not a good service at all.
Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,Single use plastic container and straw was used.Would appreciate if this could be replaced with something more sustainable
Gold Rush Cafe,3.9,"Cafe, Fast Food, Beverages, Desserts, Shake",650,pune,Good taste price worth food.Comfortable seats 🙂Good serviceMany extra items are added to taste now
Gold Rush Cafe,3.9,"Cafe, Fast Food, Beverages, Desserts, Shake",650,pune,Best quality and tasty food as well as fresh food i am satisfied with quality and freshness of food.
Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,It said it opens till midnight so i went there and it was closed at 10.15 only. Update the timing. Never gonna come and do not recommend to anybody 
Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,"Guys! You must visit this place. Interior is nice,they made use feel welcomed. In time service and the food they serve here is fresh and taste amazing!!🤤"
Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,It's a very welcoming cafe. The hosts there are very funny and interactive. Timely service and also Covid Protocols Followed gently.
Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,"This is an amazing cafe for students near Cummins college road, Karvenagar. Affordable prices with great menu. Cozy little place, nicely decorated from inside.🤩Food is very good and staff people are very polite.😇I liked the french fries and coffee ☕"
Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,Cafe was good n place was good to go with your love ones 
Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,It is a small and cozy place. The French fries with peri peri they serve here are the best. It is a must try. The cold coffee is not that great but the Iced tea here is good.
Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,"awful packing, the coffee was all spilled in the container of the so called bun maska( ??) no where the coffee tasted hazelnut neither the hot chocolate.. "
Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,"food was sent utter cold, not a single piece of it was hot"
Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,This is the best place in Nibm when it comes to ambience and service. The food is also amazing at a pretty decent price. Love this place ♥️
Cream And Crush,3.7,"Cafe, Sandwich, Fast Food, Beverages, Shake",250,pune,Service is really nice... I Njoyed a lot with my frnds there.. Staff is also polite... 😊 my first prefered cafe in this area.. Coffee and all other items we can get here is good in quality also.. And also the Pocket frndly🙌.. 
Cream And Crush,3.7,"Cafe, Sandwich, Fast Food, Beverages, Shake",250,pune,I love spicy food so 1 of my friend got me to this place to taste Peri Peri Fries.. It was amazingly Spicy.. The one who likes Spicy fries should definitely visit this place.. (Pocket friendly Cafe)
Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,"My friend visited this outlet yesterday to eat Veg masala grilled sandwich, burgers, fries & Anjeer mastani.. taste was good, masala inside sandwich was normal. Rest food were fine in taste wise"
Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,"Staff is rude and uncooperative . Food is also not good . After eating here I had vomiting for 2 days and GIT infection. The service is also very slow. There are insects everywhere with flying abilities, so they can sit on your plate anytime! The place is also very unhygienic"
Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,The food here is very tasty .i like to visit this place every time i am out . The cava here is the BEST ... must try .. the combos are amazing ... the maggi nornal cheeze and the vegetable all the very amazing . I like to eat here . The fries here are very nice and a lot in quantity !! Must visit ! !!
Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,Visited This place yesterday... Nice place to hangout with your friends ordered cawa crush and 1 combo both were decent like the taste staff very polite... 
Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,"Ordered Oreo shake and cheese fries...good quality. And taste is yummy ...must visit,❤️...love to visit again"
Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,found a hair strand in 1st bite. spoiled my mood. taste is also not good 
Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,"best cafe i have ever visited/ordered proper maintained hygiene,feedback taken on every order to improve quality  "
Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,miss the whipped cream
Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,Tasteless food and worst cold coffee ever
Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,"in store dining and online delivery product taste quality is different, you can do better."
Cafe Time Out,New,"Cafe, Coffee, Fast Food, Pizza, Burger, Sandwich, Shake, Beverages",450,pune,Good in taste 👍👍
Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Tom Kha Chicken Soup here is a flavor explosion! Creamy, fragrant, and packed with tender chicken and aromatic herbs. The coconut milk base adds a wonderful richness that's perfectly complemented by the hints of lemongrass and galangal. "
Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Just had the Shanghai Hot & Sour Soup at this restaurant and it was fantastic! The balance of flavors was spot on - tangy, spicy, and loaded with fresh ingredients. Loved the touch of authenticity in every spoonful. A definite must-try for soup enthusiasts!"
Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore, Tomato Basil Soup warmed my heart and my taste buds. The rich tomato base combined with the fragrant basil notes resulted in a comforting and flavorful bowl. A perfect choice to lift your spirits on a chilly day.
Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Salmon & Creamcheese Bagel offered a taste of luxury in every mouthful. The creamy cream cheese paired impeccably with the smoked salmon, creating a balanced and upscale combination. "
Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"The ambiance at the restaurant has a wonderful and inviting atmosphere, creating a pleasant dining experience. The service is exceptional, with attentive and friendly staff who make you feel well taken care of during your meal."
Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"Rooftop restaurant - one of the best in class. Hospitality is a hit and miss, sometimes good sometimes bad but overall I'd take it. Thank you..Recommend to everyone. "
Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,Good place with excellent ambience and excellent service. Food was also tasty.Will definitely order again... Thank you....Maintained proper hygienic. 
Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,Its a wonderful place and a must visit.Must say that it's not a pocket friendly but yes worth for each penny you pay....Definitely visit again. 
Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"Had an incredible brunch at Kana with a friend today and I would highly recommend the karaage chicken and grilled chicken burger! And if the delicious food isn’t enough, the quiet and serene ambience will surely make your day. The staff was especially accommodating and friendly, making our overall experience super enjoyable!"
Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"What kind of cafe takes more than an hour of making just a cafe mocha? This place is a sham, uses the same place as little Italy restaurant. Imagine you being here for coffee and people are having their Italian meals. Ordered coffee which dint come, the french toast was soggy, milkshake watery. Avoid."
Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"I visited that place the day before yesterday we not knew about Tutto Bene it was my Frist experience i really loved it the fabulous thing is all the items are new concept, specially i recommend the items name cheesy masala it is simply in one word awesome 👍 we differently visit again and again."
Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"From the moment you step into Tutto Bene, you're instantly transported into a dessert wonderland. The quaint and whimsical decor perfectly matches the charm of this boutique dessert shop, making every visit an absolute delight.Their selection is nothing short of breathtaking, with an array of beautifully crafted desserts, from rich and moist cakes to delightfully flaky pastries, and some of the most creatively presented cheesecakes I've ever seen. Every dessert not only appeals to the taste buds but is also a visual treat, reflecting the shop's commitment to quality and presentation.The standout for me has to be their signature lotus biscoff cheesecake – Each bite sends a burst of...read more"
Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,ruth. she is the best waitress you could ever ask for. she makes the hookah the besttt
Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,The place is really great and the ambience too and especially the staff here are very good especially Sapu and Kimi Thank you soo much for the great service!
Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,good restaurants nice staff specially staff name nitolu very such gud guy
Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,Great Ambiance and food. superb service and hospitality from Ms Ruth and Alitywill definitely visit again :)
The Coffee Brewery,4.3,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages","1,400",bangalore,This place has an amazing. Food is also amazing. perfect place if you want to spend some good and quite time with your friends. They have a bunch of games as well that you can play with your friends. 
The Coffee Brewery,4.3,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages","1,400",bangalore,"White pasta , veg cheese meggy and all item's is very good.Toffe nut latte, cappuccino and all hot coffee and cold coffee is very nice."
The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,"We arrived and placed our order at 3:30, but it took a whole 45 minutes for the first item to be delivered. The gnocchi pesto pasta was disappointing, with the gnocchi resembling mush and lacking any texture. Our order of ratatouille was more akin to mixed vegetables, rather than the traditional dish. Thankfully, the drinks were nice, providing a solitary redeeming factor. A mix-up occurred where our gnocchi pasta was initially delivered to the wrong table, then subsequently brought to us. This was an unacceptable mistake. Overall, Farmhouse used to be a quality restaurant, but its standards have evidently declined. Sadly, I don't see it making a comeback. It's done."
The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,"Usually, this dish is made in a tomato based gravy. We have been buying this from the last 2 years from this restaurant. Atleast once a month. This was the first time that the dish was bad. Seems like they ran out of the tomato gravy so just sent roasted veggies. Disappointing."
The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,food is awfully 
The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,We keep coming back here because of the food and the ambience. This place is kid-friendly and the staff is very courteous. 
The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,Nice place with soothing ambience . the staff were courteous and humble. We had Margherita pizza with BLT Sandwitch + mango milkshake + brownie with ice cream. shakes were ok but overpriced. BLT Sandwitch portion size was good but it was dry to the pallate. The brownie prepared had just right balance of sugar. loved it and must try. Overall price for above menu costed between Rs 1700 - Rs 1900.Cheers !
Secret Spot Cafe,4,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",700,bangalore,"Worst ever experience in Bangalore, peri peri fries were just red chilli fries, pasta had a weird taste, the staff didn’t know anything."
Secret Spot Cafe,4,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",700,bangalore,There was cockroach on the sofa and it came on the table as well.
HumbleBean Coffee,4,"Cafe, Coffee, Beverages, Bakery, Desserts, Healthy Food, ",650,bangalore,"Hello HumbleBean Coffee, It's my humble request to change the name of Orissa(old) to Odisha(new) since it's been a decade the name has gotten a new touch yet many people aren't aware of it. Kudos to your wonderful team and the ambience is fabulous. In the home blend section, the part where you mentioned Koraput coffee under Orissa(old), please do change it to Odisha. 🤜🤛 let's Humbleeee!!!"
The Coffee House,4,"Cafe, North Indian, Fast Food, South Indian, Street Food, Beverages, Desserts",600,bangalore,good 
Fresh Pressery Cafe,4.2,"Cafe, Healthy Food, Fast Food, Sandwich, Beverages, Desserts","1,400",bangalore,the taste of the acai bowl was horrible 
Fresh Pressery Cafe,4.2,"Cafe, Healthy Food, Fast Food, Sandwich, Beverages, Desserts","1,400",bangalore,Got the wrong order
TROT - The Republic Of Taste,New,"Cafe, Coffee, Beverages, Salad, Mexican, Desserts",450,bangalore,"value for money , good quantity and quality, best packaging, "
Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,"We ordered Sloppy Joe chicken burger, chicken club sandwich and Vietnamese coffee. Rating the food for the convenience of the fellow foodies:Sloppy Joe: For all the spicy food lovers, this is recommended as it is amazingly good but bit on the spicer side. (Image attached🍔)Chicken Club Sandwich: It has non spicy and mild taste. I recommend this to all the sandwich lovers. It is huge and tasty. Good to satisfy the hunger of two. (Forgot to capture the picture as I was too hungry😅)Vietnamese coffee: Needs Improvement, nothing like the real vietnamese coffee. Bit bitter."
Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,"Packaging was different, didn’t like the new packaging"
Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,I visited this pretty Italian restaurant to catchup with a friend. The interiors are quite aesthetic and they have a separate smoking sitting area. We started with some shakes and mocktails which were nice. Then we had the farmhouse pizza which was loaded with veggies and tasted pretty good. We were in a hurry and couldn’t try any more items but their desserts also looked quite tempting. The service was also good.
Blue Tokai Coffee Roasters,4.3,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Burger, Sandwich","1,200",bangalore,"as always the packaging was very hygienic with sustainable material,food was hearty but the rating is because for me the mustard was a bit more in the wrap which was making it more tangy than needed."
The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,Perfect place for pet lovers . I mean this place has definitely got that cute vibe where you cannot sit idle you will just keep enjoying the vibe and the pets around the food is delicious with multi cuisine servedWide menu allows to choose fromIt’s one place for everythingToy shopPet clinic and a pet cafeJust loved it must visit
The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,I have been passing this area for quite sometimes and I always wanted to visit.First I have cats with me so I feel like this is a good place to groom my cats and the food look delicious and I am right about it….Nikita has helped me understand a lot about the in and outs of the grooming area and they even have their own consultation doctor..they have a cafe as well…and I really enjoy my Vietnamese drinks….it’s so yum…I feel like this would  be a good place to wait if you take your pets for grooming…Ajit was the best person to connect with food…and everyone have the most friendliest character..I will come and visit soon
The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,"The staff was friendly and welcoming, and my dog was treated like a VIP. We tried the orange drink, coffee, latte, veg rolls, Japanese fried rice, and basil noodles, and everything was delicious. The cafe also has a wide variety of pet toys, food, and veterinary services, so it's a great one-stop shop for pet lovers."
Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,taste was not good ckn is very less qry 
Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,It was that great
Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,Received the wrong order and was unable to reach the restaurant
The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,"My visit to 2.0 Drinks Cafe was nothing short of fantastic. The ambience, delicious food, and delightful drinks made it a memorable outing. I highly recommend this cafe to anyone looking for a place to relax, enjoy good company, and indulge in scrumptious meals. I'll definitely be coming back for more of their mouthwatering offerings!"
The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,I order paneer tikka pizza and mango milkshake from the 2.0 drink. I got my one of the best experience. It is value for money
The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,The best place for hanging out with family and friends. The Mexican pizza is just amazing you can't get over it. The Korean ambience makes this place more beautiful. Do visit and treat yourself 😺
The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,Do yourself a favor and visit this lovely restaurant in JP nagar  4th phase.. The service is unmatched.The food is absolutely amazing – everything we tasted melted in other mouths. Absolutely the best pizza and brownie with Ice cream made my day . Recommended to all age groups specially Korean and BTS fans will enjoy the interior Korean design. 
The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,"What a delicious pizza it was just waooo , thanks 2.0 for timely delivery . Your new approach to give pizza a new test was just great. Wrap that was loaded with that soft panners was awesome. Must try there Maxican pizza and smoothies they are best in them. There new approach to present food in Korean packaging style will just touch Korean movie lovers and with that  deliciousness will mesmerize you. Thanks 2.0 for making my birthday memorable. "
Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,lot of serving and value for money and taste wise no food soda or food colour was added ...best food must try their biryani 😋
Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,delicious 😋 biryani 
Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"worst 😔 test, There is no  difference between Soup and curry, Dosa its not a normal dosa lemon flavour dosa ..."
Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"Crackers Cafe is newly opened cafe in KoramangalaThey serve Andhra-style cuisine.They have both veg as well as non veg menu.They serve delectable starters, idly,chickencurry,Dosa,burgers and much moreClean and hygienic preparationLively ambience.Friendly staffBest place for those who love Andhra-style food at affordable prices.Highly recommended. Must visit."
Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"Attended here for the celebration of popular Instagram page Bangalore explorers 2.0 on completion of 10k followers.Earlier they were serving only continental breakfast and now they serve other breakfast options also, it's a small cafe with Andhra style dishes. From idly, dosas and paddus with lot's of non-veg and veg options. It's a recently opened cute little place serving various dishes at affordable price. Available on Swiggy and Zomato too.."
Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,"A Perfect Blend of Fun and Flavor - A Must-Try Spot for Board Game Enthusiasts:Nestled along the bustling double road, Green Bean Coffee's very own food paradise, offering an exciting blend of fun-filled activities, great ambiance, and delightful food, has become a go-to destination for families and friends looking to spend quality time together. Whether you're a board game enthusiast or simply looking for a unique dining experience, this place has got you covered.Ambiance:The moment you step in, the inviting ambiance of Green Bean Coffee's food haven will capture your heart. With both indoor and outdoor seating options, you can choose your preferred spot. The highlight of the place...read more"
Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,basil sauce was very spicy..hardly any paneer in the rice
Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,"@qmincafe has 14 outlets in Bengaluru & counting.. My top picks would be almond croissant, pinwheel paneer sandwich and lemon iced tea.Another highlight of the place is its vibrant set up with colourful walls, cozy corners and beautiful outdoors too. Follow @qmincafe on Insta or login to @qminapp page for regular updates on new items and offers."
Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,"Food was too oily.There was no “ginger” in the ginger tea.One of the worst places to be.Chai point is opposite this, save your time and go there if you are craving for a tea."
Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,Excellent
McCafe by McDonald's  ,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,"pizza base was not of good quality as well as one pizza had very less cheese.earlier my experience used to be good with moto cafe but this time , i was disappointed "
McCafe by McDonald's  ,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,nice food taste and ambiance. 
Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,no soya in soya chilli. pathetic food. waste of money.
Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,Price is on a higher side for the portion provided. Quality was nice.
Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,Fancy food but lacking descriptions. Menu should have more information on descriptions to avoid disappointment. 
Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,"Guys, I paid 500 for one small bowl of Pasta ? Please don't fool customers. This is not even one small bowl. "
Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,The food quality was awesome at the price point. Location is very central and the service is very friendly. The overall portions are quite good. The Pasta and Sandwiches seems to be their specialty. The cafe also has parking which is very difficult in Koramangala.
Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,"Please learn to make paranthas. These were thick rotis, not chewable, and no taste in the paneer, too.Totally nor worth it. You destroyed my hunger."
Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,Entire coffee spilled over and no compensation provided
Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,good quality of food 
Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,Do visit at night with family 
Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,Good
Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,"really tasty food and friendly staff. great place:"")"
Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,pasta and French fries are must try🤗...!! 
