Name,Overall_Rating,Cuisine,Rate for two,City,Review
Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,I really enjoyed the disco here they have 2 themes of disc with pre booking charge. Food is good and very friendly environment
Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,"Just loved the place and the vibe. Perfect place to visit with your family or your work. or this could be an ideal place to work. Tried falafel platter , fries , Spanish latte , Croissant sandwich and loved them all.  This has become my go to place "
Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,Place is nice...I ordered coffe n sandwich and crossiant...Only thing I liked was sandwich...it was really great...but coffe was just ok...I didn't like the presentation...and found the place bit overpriced as compared to the quality..quantity and presentation of the food that they serve.......
Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,"I ordered an Irish cappuccino and instructed to add extra irish syrup but they didn't even bothered to add sugar or make it a irish one .Terrible service , worst experience "
Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,Amazing
Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,They send a wrong item and refused to acknowledge their mistake
Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,"Loved it ! such a warm and welcoming place to go out with family, delicious food with decent pricing. The staff is extremely sweet. Would definitely recommend"
Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,good one
The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,tast is very bad 
The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,With pasta not provided 2 pieces of bread
Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,The place is quite and peaceful not much crowded and the food is quite decent and good . Prices are reasonable tooo.
Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,"Amazing food, ambience and great staff"
Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food 🥝
Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,amezing ❣️❣️❣️😘😘
Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food and beverage service 🥰🥰
Sweet Dough By Kanha,3.5,"Bakery, Desserts, Cafe, Coffee, Beverages, Salad, Sandwich, Fast Food",500,jaipur,Belgian pastry was not fresh . it was bad experience 
Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,"Cafe half brewI have recently visited this new place. It’s a perfect place for coffee lovers. Ambiance is good. Staff and service are nice an quick. I have tried their Vietnamese and it was really good. Also tandoori paneer pizza, sandwich and Ferraro rosher shake was good. Overall the experience was good and value for money. Must visit."
Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,Cozy place and good dine🥂❤️                          Good StaffExcellent experience Great Hospitality and Awesome Superb lightings Helpful Pleasant 
Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,Recently visited This beautiful place ✨️ @cafehalfbrewThere Ambiance so seren 🤩.Super delicious cuisine 🤤 Must try there - falafel & iced mocha 🤤💫Ambiance - 4.5/5 Taste - 4/5 Overall - 4/5 💫
Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,"Recently visited this beautiful cafe. Ambience really amazing. Must be try. Pizza 🍕 nachos, pasta. Sandwich. Cold coffee. Chocolate shake ❤"
MD Khane Wala,New,"Cafe, Chinese, South Indian, Fast Food, Burger, Pizza, Ice Cream, Beverages",400,jaipur,"Tried thrice, Veg Burgers, Veg Spring Rolls, Farm Fresh Pizza are really awesome delicacies. Enjoyed. Packed Burgers n Sandwiches for a Birthday party. People loved the food. All the Best MD Khane Wala. Keep preparing such awesome dishes, people are loving it."
MD Khane Wala,New,"Cafe, Chinese, South Indian, Fast Food, Burger, Pizza, Ice Cream, Beverages",400,jaipur,delicious
The Over Halt In,3,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,Love this place and used to the cafe a lot during college.  Aunty makes the best food.
The Over Halt In,3,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,"Cafe is so cute and cozy, they have bean bags to sit in ,books to read, really delicious food with reasonable price, there is a minimum order of 150 required.I ordered lemon iced tea, pesto sauce pasta,cold coffee with ice-cream, and tandoori nuggets.And all this costs me around 320 rs, they will not charge any gst or tax on the bill.The guy was so sweet that you felt that you are sitting in your home.They will provide you some games too to enjoy like we played jinga over there.Services was good, so go and experience this cute cafe of the town.Suggestions: All things are good and superb, it will be great if they renovate there interior so that it will give more pleasure to their...read more"
The Over Halt In,3,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,"If you are a fan of great food, peaceful ambience and really amazing service, visit this place for sure. The owner with her mother like attitude and sweetness wins over the customers' hearts. Also, bean bags, old movie posters, books, vintage cameras and an amazing Iced tea. Do have chicken fried Momos and chicken popcorn as well."
Cafe Diona,2.6,"Cafe, North Indian, Chinese, Continental, Fast Food, Desserts, Beverages",950,jaipur,The staff is very rude. They do not have hotel services ethics.The restaurant was registered on Zomato gold.I made a payment using Zomato Gold.But the restaurant denied to accept the payment. never visit this cafe. Food quality was also not good.
Cafe Diona,2.6,"Cafe, North Indian, Chinese, Continental, Fast Food, Desserts, Beverages",950,jaipur,"First they charge you so much for a couple entry that you cannot spend. Secondly they are understaff, the services are so poor that you have to search for a waiter even for cutlery. Thirdly, there was no transparency regarding the amount left on the card issued. The waiter was not even willing to bring the bill and let us know the difference.This is the worst experience ever i had in any club of jaipur."
House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,Packing is really bad
House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,I specifically mentioned to not add tomatoes or any veggies in kurkure bhel but my kurkure bhel was filled with all the possible veggies
House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,"cheese grill sandwich was super dupper amazing , those who are cheese lover defeinetly try this sandwich  great food great taste  pait bhr gya man nhi bhra"
Loca By La Multigrain,4,"Cafe, Fast Food, Desserts, Beverages",700,jaipur,ordered pasta and chinese canape with nutella hot chocolate and hot chocolate.all were nice and the cabin system is too good for peaceful dinner
Loca By La Multigrain,4,"Cafe, Fast Food, Desserts, Beverages",700,jaipur,"We went to La Multigrain for a Saturday lunch. We ordered - Bruschetta, Spinach corn cigar, teekha khatta Limbu, Strawberry mojito, Punjabi paneer tikka and chowmin.In place of bruschetta we were served what looked like garlic masala bread. Though it tasted nice but it wasn't what we ordered. Rest of the food tasted nice. Khatta Teekha Limbu is not for everyone so only order if you like too much khatta drinks. Strawberry mojito was pleasant to the taste.Overall a good experience and we would surely come again."
The Taapu,-,"Cafe, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Chinese",400,jaipur,Good food
The Taapu,-,"Cafe, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Chinese",400,jaipur,Nice food quality
Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,"Recently visited with my friends. I really loved the interior and vibes.They have amazing authentic bikaneri dishes.You should try coffee, chilli cheese butter rice , Manchurian, sandwich.I really loved the overall taste. "
Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,"Visited this beautiful Cafe few days back. Ambience is pretty cool. Tried Affogato, Mix fruit thick shake, cheese chilly butter rice, Brownie Sizzler and Chinese Combo. Taste was really amazing and portion size was also good. Just loved Brownie Sizzler ❤️. Staff and Service was nice. Perfect budget friendly place for a date or friends outing. "
Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,"Visited this newly opened outlet a few days back with my friends. I must say, the staff was really good and polite. I just loved the portions they are serving and the variety of dishes they have is commendable. I tried their chilli garlic rice which was scrumptious, mix fruit tick shake (must try) & sizzling brownie (my favourite). Other than this, if you are a coffee lover you can try Irish Coffee at viona. I had a great experience at viona, a highly recommended outlet in mansarovar.🌸"
Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,Overall Experience Was Awesome Specially their taste and cuisineHighly recommended- Cranberry ChuskiCuisine Taste 5/5Hygiene-4.5/5Cleanliness-5/5Staff behavior-5/5
DM Techno Cafe,-,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,chowmin ki quantity bhut jyada Kam hai rate ke hisabsebut I recommend otc pizza it's fabulous fully cheese loaded pizza 
DM Techno Cafe,-,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,very bad momos and especially chutney. and hakka noodles are red no difference between veg noodles and hakka noodles 
DM Techno Cafe,-,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,masala Maggie me chees mention h but chees Nhi tha or pizza awesome par barabar chees daalo kyuki ki Ek slice cheese Nhi tha km tha
Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,"The restaurant may not be well known in Jaipur but it sure is one of the best ones out there. Located between Sikar Road and Vidhyadhar Nagar, the outlet is decent and safe place to hangout alone, with friends, partner or even family. The ambience is very peaceful and decent. The bar of this restaurant is located in its basement which makes this restaurant quiet family-friendly too. Coming to the food: it's fresh, delicious, reasonably priced and with good quantity. I have tried Veg Chwomein, Biryani, Tangri Kebab, Hot Cafe Latte and Chicken Lollypop till now. Each of the items were well-prepared and delicious. I found no problem in consuming aby of the items. They were very delicious and...read more"
Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,Awesome place to spend time with Quality food I must say..located in a very subtle area..!No headaches for parking whether you come by a bike or a truck..!😜 And that's a fact.Sitting is awesome with clustered and decked up separate arrangements also if you don't wanna have a public sitting or so !MUST GO PLACE!
Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,"Very good delivery also !But That's on Zomato anyway..Still packaging is great, no changes whether u dine in or order it out. "
Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,Few days back I visited this amazing place. Have to say that the ambiance was amazing. The taste of the food was yummy and delicious. They are taking all precautions .Must recommended 
Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,"Well nothing to dislike in this place. One of a kind. Coffee lovers must visit this place. Amazing decor, amazing ambience.Highly recommend this place, specially to people who want to sit back relax and have that amazing cup of coffee !Cheers"
Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,"Very nice ambience,  a good place to chill with your loved ones. The food n beverages are really excellent . Thank u so much coffee network "
Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,I have been their regular customer and they have kept their quality up and consistent. Great place for conversations and beverages.
Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,The Cafe was so nice to drink coffee and I will really suggest you to take a biscoff frappe that was so amazing 
Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,"Awesome place to chill with friend & mostly coffee taste was so good & best customer service, i just love that place "
Malgudi Cafe,4,"Cafe, Italian, Chinese, Fast Food, Beverages, Street Food, Desserts, Coffee",500,jaipur,overpriced not 8 inch pizza 
Malgudi Cafe,4,"Cafe, Italian, Chinese, Fast Food, Beverages, Street Food, Desserts, Coffee",500,jaipur,Very bad packing.  Pasta was spilled all over
Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,"very bad taste, foul smellafter complaint they are not taking any action"
Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,We ordered Veg grill sandwiches and they are burnt . 😞
Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,sandwich taste was so bad.. spicy paneer was the name of sandwich. there were no taste of spices at all.worst experience on taste.earlier I visited this place and ordered the same sandwich that time it was delicious... 
Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,they are selling the bread packet by deleting used by date and manufacturing date this is second time so buyers kindly see the mfg and expiry date same time of delivery ànd before use .
Oven The Bakery & Cafe   ,3,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,while the brownie was good... the chocolate ice cream tasted as bad as it looked.
Oven The Bakery & Cafe   ,3,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,Very tasty and fresh ingredients used. Food was hot when delivered.
Oven The Bakery & Cafe   ,3,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,"not a pizza, it's roti "
Legacy Terrace Cafe And Kitchen,3.7,"Cafe, Chinese, Italian, Fast Food, North Indian, Beverages, Shake",600,jaipur,Nice place for family Dinning.. Awesome service by staff.. Visited for the first time and had a great experience with Legacy team.. Thank you.. 
Legacy Terrace Cafe And Kitchen,3.7,"Cafe, Chinese, Italian, Fast Food, North Indian, Beverages, Shake",600,jaipur,It was very nice experience I really like the taste and quality
Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,"Lloyd’s is cosy cafe located at Sahkar Marg with good & peaceful ambiance. They have an in-house bakery with a nice range of desserts & bakery items. Food is okayish & average in taste. Preparation time is slight more in comparison to other places here , rest all is good to go. A recommended place when in lookout for a meal/ get-together in a budget."
Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,"A really beautiful place with soothing ambience. Food is always fresh and good. But only con is,very slow service and sometimes all menu options aren't available which is kind of disappointing. Rest really good and must visit for its ambience and good taste."
Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,Very calm ambience. Loved to sit there for work and have some coffee. Been there two times. Both times it was a nice experience 
TRCH-Luxury Restro & Lounge,3.5,"Cafe, Italian, Healthy Food, Pizza, North Indian, Fast Food, Coffee, Beverages",950,jaipur,"No taste in briyani, quantity hi very low, totally money waste "
TRCH-Luxury Restro & Lounge,3.5,"Cafe, Italian, Healthy Food, Pizza, North Indian, Fast Food, Coffee, Beverages",950,jaipur,the packaging was awesome 😍
Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur,no sugar sent
Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur, I was ordered cinnamon frappe.... But this frappe isn't look as same or even test is so  worse...too much sweeter👎
Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur,Low quality. Never going again. Took around 20-25 mins to serve a sandwich. Tasteless food. Ordered 3-4 items and food was so bad. 
Team 11 Sports Cafe,3.6,"Cafe, Fast Food, Chinese, Desserts, Shake, Beverages",600,jaipur,Fantastic Taste  😋💯
Cafe Kampus,3.3,"Cafe, Chinese",500,jaipur,Amazing place bespoke food and very friendly staff....a must visit place .Food is nice and tasty and genuime Quality with proper higiene and cleainess.
Cafe Kampus,3.3,"Cafe, Chinese",500,jaipur,"When u HUNGRY!!! Do place order from Cafe Campus, its such a nice place to visit also food quality is awesone. Allows pocket to have food is low budget. Especially i love aloo tikki buuger and fried rice. Itne se paiso me bhot kuch khao... Ap b jao ya apna order ghr pr bulao.. Just kidding!! Really loves the food!!"
SST Cakes & Bakes,2.9,"Cafe, Italian, North Indian, South Indian, Bakery, Chinese",600,jaipur,Spicy and no taste filled with only chole. no chutnies even. ...didn't expect this from SST.
SST Cakes & Bakes,2.9,"Cafe, Italian, North Indian, South Indian, Bakery, Chinese",600,jaipur,Poor quality of food paties are so bad in taste nd sandwich also
The Full Moon Cafe And Restaurant,-,"Cafe, Coffee, North Indian, South Indian, Chinese, Fast Food, Shake, Beverages",600,jaipur,bad roti quality 
The Full Moon Cafe And Restaurant,-,"Cafe, Coffee, North Indian, South Indian, Chinese, Fast Food, Shake, Beverages",600,jaipur,online order pr AAP log kuch bhi bhej dete ho aaj mene thaki order ki khane me badboo AA rhi thi or mujhe ulti ho gyi Bhai aap log esa kyu krte hoapko paise nhi milte kya 
Merlin Cafe,-,"Cafe, Chinese, Fast Food",600,jaipur,Peaceful and Quality RestroMust Visiting place For Party and EnjoymentSuperb Quality Mocktail Lovers
Merlin Cafe,-,"Cafe, Chinese, Fast Food",600,jaipur,If You Love Collecting Louxrious Experience In Affordable cost Must Visit Merlin Restro and Cafe once in Jaipur Delicious Quality Of Food and Humble Service.Uniquemess in Jopdi Decorum Dining Table... A1 Experience.
Sujangarh Cafe,New,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,spring rolls are very tasty
Sujangarh Cafe,New,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,very tasty spring roll
Sujangarh Cafe,New,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,veery good taste
Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,I ordered pasta and it was tasteless... no salt no taste just felt like we r eating boiled pasta... Thn I ordered nutells and banana pancakes.. it was so yukky.. Felt like puking
Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,nice place great vibe and food
395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,"Good interiors, great place to have a converstion over coffee. Variety of food and drink options are available on the menu. Taste-wise, seasoning was a hit and miss in the dishes. We ordered the spinach soup (florantine) and Al Fredo pasta with mushrooms. The soup was not as hot as expected, with a slightly skewed proportion of salt-pepper. Basically, namak was not swad anusar. The pasta on the other hand was much better, the saving grace being the mushrooms which we added to the Al fredo. I’m not sure how it would have tasted without the well-seasoned mushrooms. We also ordered coffee which almost get like a dessert so that might be a tad disappointing for hard core coffee lovers....read more"
395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,Very useful for senior citizens
Coffee King Cafe & Restaurant,4.3,"Cafe, Beverages, Desserts, Italian, Finger Food, Fast Food",800,surat,Please do suggest the restaurant to improve the quality as they have degraded from the way they used to be and also the pasta weren’t good at all no one ate them.
Koselig,-,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,"They serve really good coffee. Loved their cottage cheese sandwich and cold coffee. But, they need to work on the washroom hygiene."
Koselig,-,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,One of the best coffee in town ….nd now they deliver too ….haven’t had such amazing coffee anywhere in Surat …..
Brewing Brokers Cafe,-,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,great and wonderful food and coffee go and taste it 
Brewing Brokers Cafe,-,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,It is a very great place. The cold brew was very refreshing and reasonably. Highly recommend cafe to order coffee.
Brewing Brokers Cafe,-,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,I got very influenced when I have crunchy coffee. It's taste nice and the quantity or amount of coffee was sufficient more than enough.✌️✌️
The Waves Cafe,New,"Cafe, Desserts",550,surat,It's very tasty 
The Waves Cafe,New,"Cafe, Desserts",550,surat,Awesome coffee
The Waves Cafe,New,"Cafe, Desserts",550,surat,Very testy Awsm 
The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,There was no flavour of biscoff
The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,The shake was spilled completely and the best Zomato did was to refund 100rs.
Richie Rich - On Wheels,3.3,"North Indian, Chinese, Fast Food, Cafe, Coffee, Juices, Beverages","1,000",surat,No extra pavs were given.
Oven The Bakery & Cafe   ,3.9,"Cafe, Italian, Chinese, Mexican, Fast Food, Waffle, Desserts, Beverages",850,surat,cheesecake which i received taste bad like edible oil.
Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,Must visit place....quality food....great service....
Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,"I can definitelu say, they are way better than dominoes, i love it, different varieties, a tasty sub sandwich, pasta, exclusiveness, ma kasam ek vaar toh javu joye, dominoes karta sara che. I just love them"
Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,"Rate bahuti jyada badha diya, ab bandh krneki nobat aayegi...Price pe dhayn do to everyday discount scheme ki jarrurat nahi padegi...Varna bada pachhtaoge..."
Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,the coffee is worst. what was that literally... CCD not expected to be like ths. hellish
Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,good 
Cafe Coffee Day,3,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,"There was no ice in the coffee pathetic coffee , it was too sweet and bad I would life my refund for this"
Moonstruck Coffee,3.7,"Cafe, Coffee, Beverages, Pasta, Fast Food, Desserts",800,surat,not up to the mark
Koffee King,4.1,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Ice Cream, Desserts",500,indore,Only 2 cold coffee
Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,I ordered dry manchurian n you sent gravy.
Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,No spoon to eat 
The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,Staff doesn’t know how to behave…They have hired kids who will giggle at your face…Hospitality is not good.
The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,"Absolutely disappointed by this place. I used to consider this the best pizza place. But i came here after almost 2 years to eat, the pizza tasted horrible. The cheese, topping all were out place. Wouldn’t visit again. "
The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,"The best place to have pizzas in Indore. From New York style to Neapolitan, they have mastered it all. Love the staff at GBC they are very accommodating and Prasun understands what he's serving. My fav dessert of all time is their blueberry cheese cake and Belgium cake "
The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,Fan of their New York Style Pizzas. Love the toppings and how perfectly baked they always are. The staff is extremely warm and they serve timely. 
The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,I like the Ambience!! Pizza was also good!! Different experience!! Must visit! Play Area was not there for kids
Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,Taste was bitter very highly priced not worth the money
Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,quantity is way less
Oven The Bakery & Cafe   ,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,Whole food was spoiled nothing left
Oven The Bakery & Cafe   ,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,Bad delivery
Oven The Bakery & Cafe   ,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,true taste of coffee along with great Italian treat..I loved Chinese as well but showstopper was it's deserts with which I fallen in love 💕
Oven The Bakery & Cafe   ,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,felt like vomiting because of so much sugar
Cafe De Casa,-,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,Really good ambience and interiors. It deserves more attention and audience than it is getting. all the best. 
Cafe De Casa,-,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,I personally loved the chhole bhatite and kiwi mojito here. The place has a very good ambience and is a must try in vijaynagar!
Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,Too less quantity for exorbitant prices. 
Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,the top of the box came broken but it's ok 
Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,"stuffing of masala was very less and size was also small, also the quality was not good. Please refund the amount asap"
Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,No toppings received Straw not received Coffee spilled
Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,You see the pizza tasted like only baked tomatoes and had no good toppings. Overall it didn't taste good so I would not prefer the pizzas here as I could have got a larger pizza at well known brands like Domino's.
Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,Bad taste completely cool and not thin crust
The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,lovely 
The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,i paid 245rs for 3types fruit??? wow ya 🙏🏼👌🏻 
The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,The milkshake was horrible
Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,Very poor place very poor staff Untrained and extremely rude Food quality is very low  Not worth going this long wayEven the owner is extremely rude
Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,"please block this restaurant form Zomato they are cheaterstaste is no more as it use to be ,they now use low quality ingredients "
Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,over all worst experince 
Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,"taste was good but it is happening for second time, didn't expected from wanna puff.. very poor packing "
Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,Amazing place for an away-from-the-city ride and experience. The food served was delicious and properly cooked. I ordered Bombay Kaccha which could impress people who love raw bread. Mexican Tacos were good to taste with tasty filling and patty inside. Latte was nicely presented.Recommend place for a different vibe and view of the city from the top.
Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,superb test 👏 
